# r, rho, v, e
8.1255350719944399E+03 3.7994551072312150E+15 -1.1916818431095716E+05 7.4660391868859313E+31
8.1432267307621078E+03 3.7711613750063205E+15 -1.1964991509819281E+05 7.3920006758542970E+31
8.1609183895297756E+03 3.7431478760925110E+15 -1.2013206974279776E+05 7.3188776646771845E+31
8.1786100482974725E+03 3.7154111496228215E+15 -1.2061464635132707E+05 7.2466566024997561E+31
8.1963017070651404E+03 3.6879477858938040E+15 -1.2109764304117129E+05 7.1753241718944888E+31
8.2139933658328373E+03 3.6607544254850345E+15 -1.2158105794048670E+05 7.1048672842764192E+31
8.2316850246005051E+03 3.6338277583963985E+15 -1.2206488918811834E+05 7.0352730754207454E+31
8.2493766833681730E+03 3.6071645232016565E+15 -1.2254913493353411E+05 6.9665289010774207E+31
8.2670683421358699E+03 3.5807615062190700E+15 -1.2303379333674829E+05 6.8986223326833268E+31
8.2847600009035377E+03 3.5546155406980190E+15 -1.2351886256825052E+05 6.8315411531678453E+31
8.3024516596712347E+03 3.5287235060210735E+15 -1.2400434080894019E+05 6.7652733528490832E+31
8.3201433184389025E+03 3.5030823269221435E+15 -1.2449022625005030E+05 6.6998071254210458E+31
8.3378349772065703E+03 3.4776889727191695E+15 -1.2497651709308272E+05 6.6351308640264864E+31
8.3555266359742673E+03 3.4525404565618865E+15 -1.2546321154973892E+05 6.5712331574155686E+31
8.3732182947419351E+03 3.4276338346942370E+15 -1.2595030784184625E+05 6.5081027861880020E+31
8.3909099535096320E+03 3.4029662057303585E+15 -1.2643780420129900E+05 6.4457287191147520E+31
8.4086016122772999E+03 3.3785347099451905E+15 -1.2692569886998199E+05 6.3841001095407890E+31
8.4262932710449677E+03 3.3543365285779050E+15 -1.2741399009971075E+05 6.3232062918632115E+31
8.4439849298126646E+03 3.3303688831491100E+15 -1.2790267615216173E+05 6.2630367780860295E+31
8.4616765885803325E+03 3.3066290347909195E+15 -1.2839175529880544E+05 6.2035812544482545E+31
8.4793682473480294E+03 3.2831142835894820E+15 -1.2888122582084492E+05 6.1448295781232281E+31
8.4970599061156972E+03 3.2598219679404035E+15 -1.2937108600914445E+05 6.0867717739892447E+31
8.5147515648833651E+03 3.2367494639157660E+15 -1.2986133416417337E+05 6.0293980314672598E+31
8.5324432236510620E+03 3.2138941846435405E+15 -1.3035196859593711E+05 5.9726987014266760E+31
8.5501348824187298E+03 3.1912535796986180E+15 -1.3084298762391058E+05 5.9166642931563511E+31
8.5678265411864268E+03 3.1688251345047795E+15 -1.3133438957698405E+05 5.8612854713982171E+31
8.5855181999540946E+03 3.1466063697485775E+15 -1.3182617279339037E+05 5.8065530534450332E+31
8.6032098587217624E+03 3.1245948408034285E+15 -1.3231833562065251E+05 5.7524580062971827E+31
8.6209015174894594E+03 3.1027881371649620E+15 -1.3281087641551447E+05 5.6989914438802660E+31
8.6385931762571272E+03 3.0811838818966525E+15 -1.3330379354388310E+05 5.6461446243202373E+31
8.6562848350247950E+03 3.0597797310856000E+15 -1.3379708538076768E+05 5.5939089472749785E+31
8.6739764937924920E+03 3.0385733733085420E+15 -1.3429075031022000E+05 5.5422759513217066E+31
8.6916681525601598E+03 3.0175625291077730E+15 -1.3478478672527109E+05 5.4912373113986655E+31
8.7093598113278567E+03 2.9967449504763525E+15 -1.3527919302787742E+05 5.4407848362988469E+31
8.7270514700955246E+03 2.9761184203533050E+15 -1.3577396762885441E+05 5.3909104662167212E+31
8.7447431288631924E+03 2.9556807521274475E+15 -1.3626910894782675E+05 5.3416062703439529E+31
8.7624347876308893E+03 2.9354297891507645E+15 -1.3676461541316443E+05 5.2928644445156545E+31
8.7801264463985572E+03 2.9153634042605555E+15 -1.3726048546192393E+05 5.2446773089046113E+31
8.7978181051662541E+03 2.8954794993099975E+15 -1.3775671753979626E+05 5.1970373057619585E+31
8.8155097639339219E+03 2.8757760047076165E+15 -1.3825331010104553E+05 5.1499369972048897E+31
8.8332014227015898E+03 2.8562508789647805E+15 -1.3875026160845492E+05 5.1033690630485839E+31
8.8508930814692867E+03 2.8369021082515255E+15 -1.3924757053327112E+05 5.0573262986825595E+31
8.8685847402369545E+03 2.8177277059604920E+15 -1.3974523535514425E+05 5.0118016129902603E+31
8.8862763990046515E+03 2.7987257122783095E+15 -1.4024325456208043E+05 4.9667880263097597E+31
8.9039680577723193E+03 2.7798941937652360E+15 -1.4074162665037796E+05 4.9222786684369224E+31
8.9216597165399871E+03 2.7612312429417575E+15 -1.4124035012458038E+05 4.8782667766673911E+31
8.9393513753076841E+03 2.7427349778829110E+15 -1.4173942349742120E+05 4.8347456938786932E+31
8.9570430340753519E+03 2.7244035418199440E+15 -1.4223884528976333E+05 4.7917088666509909E+31
8.9747346928430488E+03 2.7062351027485565E+15 -1.4273861403055620E+05 4.7491498434242199E+31
8.9924263516107167E+03 2.6882278530446740E+15 -1.4323872825677614E+05 4.7070622726933334E+31
9.0101180103783845E+03 2.6703800090866175E+15 -1.4373918651337575E+05 4.6654399012384945E+31
9.0278096691460814E+03 2.6526898108841220E+15 -1.4423998735323301E+05 4.6242765723908192E+31
9.0455013279137493E+03 2.6351555217139470E+15 -1.4474112933709656E+05 4.5835662243325874E+31
9.0631929866814462E+03 2.6177754277616365E+15 -1.4524261103353961E+05 4.5433028884304515E+31
9.0808846454491140E+03 2.6005478377699650E+15 -1.4574443101890219E+05 4.5034806876024367E+31
9.0985763042167819E+03 2.5834710826931090E+15 -1.4624658787724696E+05 4.4640938347160818E+31
9.1162679629844788E+03 2.5665435153571600E+15 -1.4674908020030646E+05 4.4251366310187248E+31
9.1339596217521466E+03 2.5497635101265470E+15 -1.4725190658743036E+05 4.3866034645985212E+31
9.1516512805198436E+03 2.5331294625759800E+15 -1.4775506564554293E+05 4.3484888088748948E+31
9.1693429392875114E+03 2.5166397891684920E+15 -1.4825855598908750E+05 4.3107872211193705E+31
9.1870345980551792E+03 2.5002929269387240E+15 -1.4876237623998013E+05 4.2734933410044284E+31
9.2047262568228762E+03 2.4840873331818145E+15 -1.4926652502756397E+05 4.2366018891808504E+31
9.2224179155905440E+03 2.4680214851477935E+15 -1.4977100098855488E+05 4.2001076658829436E+31
9.2401095743582409E+03 2.4520938797408865E+15 -1.5027580276700071E+05 4.1640055495599600E+31
9.2578012331259088E+03 2.4363030332243820E+15 -1.5078092901422916E+05 4.1282904955348181E+31
9.2754928918935766E+03 2.4206474809302350E+15 -1.5128637838880299E+05 4.0929575346879393E+31
9.2931845506612735E+03 2.4051257769738000E+15 -1.5179214955647427E+05 4.0580017721667360E+31
9.3108762094289414E+03 2.3897364939734905E+15 -1.5229824119013382E+05 4.0234183861199911E+31
9.3285678681966383E+03 2.3744782227749375E+15 -1.5280465196977209E+05 3.9892026264558196E+31
9.3462595269643061E+03 2.3593495721802265E+15 -1.5331138058242583E+05 3.9553498136242414E+31
9.3639511857319740E+03 2.3443491686813375E+15 -1.5381842572213954E+05 3.9218553374220719E+31
9.3816428444996709E+03 2.3294756561983420E+15 -1.5432578608991715E+05 3.8887146558210903E+31
9.3993345032673387E+03 2.3147276958220060E+15 -1.5483346039367773E+05 3.8559232938184142E+31
9.4170261620350357E+03 2.3001039655605610E+15 -1.5534144734821183E+05 3.8234768423082567E+31
9.4347178208027035E+03 2.2856031600909780E+15 -1.5584974567513508E+05 3.7913709569755537E+31
9.4524094795703713E+03 2.2712239905141315E+15 -1.5635835410284999E+05 3.7596013572098169E+31
9.4701011383380683E+03 2.2569651841143100E+15 -1.5686727136649744E+05 3.7281638250399759E+31
9.4877927971057361E+03 2.2428254841226672E+15 -1.5737649620791481E+05 3.6970542040890438E+31
9.5054844558734330E+03 2.2288036494844765E+15 -1.5788602737559626E+05 3.6662683985480591E+31
9.5231761146411009E+03 2.2148984546305350E+15 -1.5839586362464525E+05 3.6358023721698266E+31
9.5408677734087687E+03 2.2011086892520605E+15 -1.5890600371673770E+05 3.6056521472807629E+31
9.5585594321764656E+03 2.1874331580795300E+15 -1.5941644642007668E+05 3.5758138038116107E+31
9.5762510909441335E+03 2.1738706806651492E+15 -1.5992719050935135E+05 3.5462834783461032E+31
9.5939427497118304E+03 2.1604200911687530E+15 -1.6043823476569829E+05 3.5170573631869308E+31
9.6116344084794982E+03 2.1470802381474858E+15 -1.6094957797665652E+05 3.4881317054395353E+31
9.6293260672471661E+03 2.1338499843486738E+15 -1.6146121893613110E+05 3.4595028061122606E+31
9.6470177260148630E+03 2.1207282065062662E+15 -1.6197315644435093E+05 3.4311670192334558E+31
9.6647093847825308E+03 2.1077137951406345E+15 -1.6248538930782705E+05 3.4031207509848695E+31
9.6824010435502278E+03 2.0948056543614192E+15 -1.6299791633931655E+05 3.3753604588504830E+31
9.7000927023178956E+03 2.0820027016739062E+15 -1.6351073635777869E+05 3.3478826507815985E+31
9.7177843610855634E+03 2.0693038677882102E+15 -1.6402384818834215E+05 3.3206838843764690E+31
9.7354760198532604E+03 2.0567080964318478E+15 -1.6453725066225964E+05 3.2937607660755101E+31
9.7531676786209282E+03 2.0442143441652462E+15 -1.6505094261687106E+05 3.2671099503709539E+31
9.7708593373886251E+03 2.0318215802000762E+15 -1.6556492289556982E+05 3.2407281390305211E+31
9.7885509961562930E+03 2.0195287862208162E+15 -1.6607919034775867E+05 3.2146120803358112E+31
9.8062426549239608E+03 2.0073349562089522E+15 -1.6659374382881291E+05 3.1887585683339672E+31
9.8239343136916577E+03 1.9952390962700198E+15 -1.6710858220004960E+05 3.1631644421028955E+31
9.8416259724593256E+03 1.9832402244636550E+15 -1.6762370432867904E+05 3.1378265850302229E+31
9.8593176312270225E+03 1.9713373706359778E+15 -1.6813910908777904E+05 3.1127419241044073E+31
9.8770092899946903E+03 1.9595295762550452E+15 -1.6865479535625034E+05 3.0879074292193953E+31
9.8947009487623582E+03 1.9478158942486482E+15 -1.6917076201878276E+05 3.0633201124911605E+31
9.9123926075300551E+03 1.9361953888447540E+15 -1.6968700796582332E+05 3.0389770275865857E+31
9.9300842662977229E+03 1.9246671354146830E+15 -1.7020353209353038E+05 3.0148752690647555E+31
9.9477759250654199E+03 1.9132302203183842E+15 -1.7072033330374921E+05 2.9910119717291553E+31
9.9654675838330877E+03 1.9018837407525685E+15 -1.7123741050396790E+05 2.9673843099922582E+31
9.9831592426007555E+03 1.8906268046009185E+15 -1.7175476260728703E+05 2.9439894972507080E+31
1.0000850901368452E+04 1.8794585302868110E+15 -1.7227238853238570E+05 2.9208247852718800E+31
1.0018542560136120E+04 1.8683780466284392E+15 -1.7279028720347895E+05 2.8978874635914610E+31
1.0036234218903817E+04 1.8573844926958990E+15 -1.7330845755029650E+05 2.8751748589210087E+31
1.0053925877671485E+04 1.8464770176709302E+15 -1.7382689850803424E+05 2.8526843345668052E+31
1.0071617536439153E+04 1.8356547807084580E+15 -1.7434560901733217E+05 2.8304132898581007E+31
1.0089309195206850E+04 1.8249169508005702E+15 -1.7486458802423332E+05 2.8083591595859589E+31
1.0107000853974518E+04 1.8142627066424855E+15 -1.7538383448015436E+05 2.7865194134516545E+31
1.0124692512742215E+04 1.8036912365006060E+15 -1.7590334734185069E+05 2.7648915555247132E+31
1.0142384171509882E+04 1.7932017380827045E+15 -1.7642312557138226E+05 2.7434731237105706E+31
1.0160075830277550E+04 1.7827934184099868E+15 -1.7694316813608314E+05 2.7222616892272240E+31
1.0177767489045247E+04 1.7724654936911942E+15 -1.7746347400853125E+05 2.7012548560911009E+31
1.0195459147812915E+04 1.7622171891987595E+15 -1.7798404216650882E+05 2.6804502606120597E+31
1.0213150806580612E+04 1.7520477391466342E+15 -1.7850487159297671E+05 2.6598455708966549E+31
1.0230842465348280E+04 1.7419563865702242E+15 -1.7902596127603960E+05 2.6394384863604434E+31
1.0248534124115948E+04 1.7319423832079770E+15 -1.7954731020891681E+05 2.6192267372483110E+31
1.0266225782883645E+04 1.7220049893848900E+15 -1.8006891738991116E+05 2.5992080841632735E+31
1.0283917441651312E+04 1.7121434738978692E+15 -1.8059078182237019E+05 2.5793803176035016E+31
1.0301609100419009E+04 1.7023571139025640E+15 -1.8111290251466856E+05 2.5597412575067354E+31
1.0319300759186677E+04 1.6926451948022792E+15 -1.8163527848016456E+05 2.5402887528032033E+31
1.0336992417954345E+04 1.6830070101382508E+15 -1.8215790873717878E+05 2.5210206809755244E+31
1.0354684076722042E+04 1.6734418614818032E+15 -1.8268079230895938E+05 2.5019349476265383E+31
1.0372375735489710E+04 1.6639490583280855E+15 -1.8320392822365096E+05 2.4830294860543861E+31
1.0390067394257407E+04 1.6545279179912900E+15 -1.8372731551427054E+05 2.4643022568345537E+31
1.0407759053025075E+04 1.6451777655016820E+15 -1.8425095321866925E+05 2.4457512474094571E+31
1.0425450711792742E+04 1.6358979335039152E+15 -1.8477484037951284E+05 2.4273744716844455E+31
1.0443142370560439E+04 1.6266877621570632E+15 -1.8529897604424637E+05 2.4091699696309929E+31
1.0460834029328107E+04 1.6175465990361562E+15 -1.8582335926506246E+05 2.3911358068965923E+31
1.0478525688095804E+04 1.6084737990349915E+15 -1.8634798909888056E+05 2.3732700744208100E+31
1.0496217346863472E+04 1.5994687242706448E+15 -1.8687286460731112E+05 2.3555708880582799E+31
1.0513909005631140E+04 1.5905307439891970E+15 -1.8739798485663306E+05 2.3380363882075983E+31
1.0531600664398837E+04 1.5816592344730015E+15 -1.8792334891776170E+05 2.3206647394467004E+31
1.0549292323166505E+04 1.5728535789493095E+15 -1.8844895586622009E+05 2.3034541301742776E+31
1.0566983981934201E+04 1.5641131675001252E+15 -1.8897480478211632E+05 2.2864027722569325E+31
1.0584675640701869E+04 1.5554373969736208E+15 -1.8950089475010728E+05 2.2695089006826327E+31
1.0602367299469537E+04 1.5468256708965860E+15 -1.9002722485938229E+05 2.2527707732193911E+31
1.0620058958237234E+04 1.5382773993883968E+15 -1.9055379420362783E+05 2.2361866700800377E+31
1.0637750617004902E+04 1.5297919990761998E+15 -1.9108060188099821E+05 2.2197548935924443E+31
1.0655442275772570E+04 1.5213688930111652E+15 -1.9160764699410123E+05 2.2034737678748423E+31
1.0673133934540267E+04 1.5130075105862302E+15 -1.9213492864995883E+05 2.1873416385170009E+31
1.0690825593307934E+04 1.5047072874548948E+15 -1.9266244595998561E+05 2.1713568722663570E+31
1.0708517252075631E+04 1.4964676654511975E+15 -1.9319019803996166E+05 2.1555178567192837E+31
1.0726208910843299E+04 1.4882880925109282E+15 -1.9371818401000896E+05 2.1398230000175520E+31
1.0743900569610967E+04 1.4801680225939060E+15 -1.9424640299456374E+05 2.1242707305496006E+31
1.0761592228378664E+04 1.4721069156074750E+15 -1.9477485412234778E+05 2.1088594966568566E+31
1.0779283887146332E+04 1.4641042373310698E+15 -1.9530353652634539E+05 2.0935877663447596E+31
1.0796975545914029E+04 1.4561594593417710E+15 -1.9583244934378393E+05 2.0784540269982965E+31
1.0814667204681697E+04 1.4482720589411768E+15 -1.9636159171609621E+05 2.0634567851026115E+31
1.0832358863449364E+04 1.4404415190830752E+15 -1.9689096278890403E+05 2.0485945659676638E+31
1.0850050522217061E+04 1.4326673283022680E+15 -1.9742056171199505E+05 2.0338659134575441E+31
1.0867742180984729E+04 1.4249489806445175E+15 -1.9795038763928800E+05 2.0192693897243594E+31
1.0885433839752426E+04 1.4172859755972522E+15 -1.9848043972882046E+05 2.0048035749459358E+31
1.0903125498520094E+04 1.4096778180215310E+15 -1.9901071714271454E+05 1.9904670670682488E+31
1.0920817157287762E+04 1.4021240180847788E+15 -1.9954121904715765E+05 1.9762584815516122E+31
1.0938508816055459E+04 1.3946240911945535E+15 -2.0007194461238154E+05 1.9621764511210687E+31
1.0956200474823127E+04 1.3871775579333615E+15 -2.0060289301262738E+05 1.9482196255209746E+31
1.0973892133590824E+04 1.3797839439941575E+15 -2.0113406342613578E+05 1.9343866712730538E+31
1.0991583792358491E+04 1.3724427801170358E+15 -2.0166545503511053E+05 1.9206762714388239E+31
1.1009275451126159E+04 1.3651536020265738E+15 -2.0219706702570611E+05 1.9070871253853469E+31
1.1026967109893856E+04 1.3579159503702162E+15 -2.0272889858799893E+05 1.8936179485549965E+31
1.1044658768661524E+04 1.3507293706575282E+15 -2.0326094891596277E+05 1.8802674722388695E+31
1.1062350427429221E+04 1.3435934132001732E+15 -2.0379321720744960E+05 1.8670344433535484E+31
1.1080042086196889E+04 1.3365076330528882E+15 -2.0432570266416657E+05 1.8539176242216710E+31
1.1097733744964557E+04 1.3294715899552030E+15 -2.0485840449164869E+05 1.8409157923558098E+31
1.1115425403732253E+04 1.3224848482739652E+15 -2.0539132189924331E+05 1.8280277402457337E+31
1.1133117062499921E+04 1.3155469769467442E+15 -2.0592445410008443E+05 1.8152522751491546E+31
1.1150808721267618E+04 1.3086575494259538E+15 -2.0645780031106784E+05 1.8025882188856236E+31
1.1168500380035286E+04 1.3018161436237918E+15 -2.0699135975283335E+05 1.7900344076337310E+31
1.1186192038802954E+04 1.2950223418579168E+15 -2.0752513164974150E+05 1.7775896917314205E+31
1.1203883697570651E+04 1.2882757307978868E+15 -2.0805911522985448E+05 1.7652529354794371E+31
1.1221575356338319E+04 1.2815759014124192E+15 -2.0859330972490649E+05 1.7530230169479850E+31
1.1239267015106016E+04 1.2749224489172100E+15 -2.0912771437029369E+05 1.7408988277860753E+31
1.1256958673873683E+04 1.2683149727236842E+15 -2.0966232840504087E+05 1.7288792730342271E+31
1.1274650332641351E+04 1.2617530763882298E+15 -2.1019715107179433E+05 1.7169632709396560E+31
1.1292341991409048E+04 1.2552363675623422E+15 -2.1073218161678684E+05 1.7051497527747202E+31
1.1310033650176716E+04 1.2487644579433388E+15 -2.1126741928982449E+05 1.6934376626579498E+31
1.1327725308944413E+04 1.2423369632257018E+15 -2.1180286334426806E+05 1.6818259573777595E+31
1.1345416967712081E+04 1.2359535030532662E+15 -2.1233851303700483E+05 1.6703136062191965E+31
1.1363108626479749E+04 1.2296137009718580E+15 -2.1287436762843406E+05 1.6588995907929809E+31
1.1380800285247446E+04 1.2233171843826970E+15 -2.1341042638244794E+05 1.6475829048673891E+31
1.1398491944015113E+04 1.2170635844964585E+15 -2.1394668856640477E+05 1.6363625542027475E+31
1.1416183602782810E+04 1.2108525362878418E+15 -2.1448315345111408E+05 1.6252375563882551E+31
1.1433875261550478E+04 1.2046836784508768E+15 -2.1501982031081649E+05 1.6142069406815051E+31
1.1451566920318146E+04 1.1985566533547595E+15 -2.1555668842316131E+05 1.6032697478503217E+31
1.1469258579085843E+04 1.1924711070002940E+15 -2.1609375706919321E+05 1.5924250300170151E+31
1.1486950237853511E+04 1.1864266889770182E+15 -2.1663102553332160E+05 1.5816718505051752E+31
1.1504641896621208E+04 1.1804230524207240E+15 -2.1716849310331451E+05 1.5710092836884585E+31
1.1522333555388876E+04 1.1744598539717642E+15 -2.1770615907026659E+05 1.5604364148420484E+31
1.1540025214156543E+04 1.1685367537337092E+15 -2.1824402272859262E+05 1.5499523399959850E+31
1.1557716872924240E+04 1.1626534152327440E+15 -2.1878208337599726E+05 1.5395561657910365E+31
1.1575408531691908E+04 1.1568095053774902E+15 -2.1932034031346411E+05 1.5292470093365331E+31
1.1593100190459605E+04 1.1510046944193898E+15 -2.1985879284523509E+05 1.5190239980703798E+31
1.1610791849227273E+04 1.1452386559136862E+15 -2.2039744027878717E+05 1.5088862696212927E+31
1.1628483507994941E+04 1.1395110666808112E+15 -2.2093628192481957E+05 1.4988329716728963E+31
1.1646175166762638E+04 1.1338216067683588E+15 -2.2147531709723570E+05 1.4888632618299874E+31
